,movie,year,director,star,style,imdb,votes,content,URL,Full URL
20,Kill Bill: Vol. 1,(2003),Quentin Tarantino,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,","
Action, Crime, Drama            ",8.2,1113445,"
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",/title/tt0266697/,imdb.com/title/tt0266697/
21,Terminator 2: Judgment Day,(1991),James Cameron,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,","
Action, Sci-Fi            ",8.6,1096456,"
A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her 10-year old adolescent son John from an even more advanced and powerful cyborg.",/title/tt0103064/,imdb.com/title/tt0103064/
22,The Big Lebowski,(1998),Joel Coen,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,","
Comedy, Crime            ",8.1,808331,"
Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.",/title/tt0118715/,imdb.com/title/tt0118715/
23,Cars,(2006),John Lasseter,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,","
Animation, Adventure, Comedy            ",7.2,423139,"
On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town, and learns that winning isn't everything in life.",/title/tt0317219/,imdb.com/title/tt0317219/
24,Lightyear,(2022),Angus MacLane,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,","
Animation, Action, Adventure            ",6.0,103013,"
While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.",/title/tt10298810/,imdb.com/title/tt10298810/
25,The Lord of the Rings: The Two Towers,(2002),Peter Jackson,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,Elijah Wood ,Ian McKellen ,Viggo Mortensen ,Orlando Bloom ,","
Action, Adventure, Drama            ",8.8,1661209,"
While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",/title/tt0167261/,imdb.com/title/tt0167261/
26,The Exorcist,(1973),William Friedkin,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,Elijah Wood ,Ian McKellen ,Viggo Mortensen ,Orlando Bloom ,Ellen Burstyn ,Max von Sydow ,Linda Blair ,Lee J. Cobb ,","
Horror            ",8.1,409258,"
When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",/title/tt0070047/,imdb.com/title/tt0070047/
27,Stardust,(2007),Matthew Vaughn,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,Elijah Wood ,Ian McKellen ,Viggo Mortensen ,Orlando Bloom ,Ellen Burstyn ,Max von Sydow ,Linda Blair ,Lee J. Cobb ,Charlie Cox ,Claire Danes ,Sienna Miller ,Ian McKellen ,","
Adventure, Family, Fantasy            ",7.6,273810,"
In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",/title/tt0486655/,imdb.com/title/tt0486655/
28,The Revenant,(2015),Alejandro G. Iñárritu,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,Elijah Wood ,Ian McKellen ,Viggo Mortensen ,Orlando Bloom ,Ellen Burstyn ,Max von Sydow ,Linda Blair ,Lee J. Cobb ,Charlie Cox ,Claire Danes ,Sienna Miller ,Ian McKellen ,Leonardo DiCaprio ,Tom Hardy ,Will Poulter ,Domhnall Gleeson ,","
Action, Adventure, Drama            ",8.0,803084,"
A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",/title/tt1663202/,imdb.com/title/tt1663202/
29,Apocalypto,(2006),Mel Gibson,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,Elijah Wood ,Ian McKellen ,Viggo Mortensen ,Orlando Bloom ,Ellen Burstyn ,Max von Sydow ,Linda Blair ,Lee J. Cobb ,Charlie Cox ,Claire Danes ,Sienna Miller ,Ian McKellen ,Leonardo DiCaprio ,Tom Hardy ,Will Poulter ,Domhnall Gleeson ,Gerardo Taracena ,Raoul Max Trujillo ,Dalia Hernández ,Rudy Youngblood ,","
Action, Adventure, Drama            ",7.8,314464,"
As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",/title/tt0472043/,imdb.com/title/tt0472043/
30,Watchmen,(2009),Zack Snyder,"Peter Billingsley ,Melinda Dillon ,Darren McGavin ,Scott Schwartz ,Judah Lewis ,Samara Weaving ,Jenna Ortega ,Emily Alyn Lind ,Florence Pugh ,Jack Reynor ,Vilhelm Blomgren ,William Jackson Harper ,Leonardo DiCaprio ,Kate Winslet ,Billy Zane ,Kathy Bates ,Leonardo DiCaprio ,Joseph Gordon-Levitt ,Elliot Page ,Ken Watanabe ,Kevin Spacey ,Annette Bening ,Thora Birch ,Wes Bentley ,Thomasin McKenzie ,Anya Taylor-Joy ,Matt Smith ,Diana Rigg ,Russell Crowe ,Joaquin Phoenix ,Connie Nielsen ,Oliver Reed ,Daniel Radcliffe ,Emma Watson ,Rupert Grint ,Eric Sykes ,Hugh Jackman ,Jake Gyllenhaal ,Viola Davis ,Melissa Leo ,Nathalie Emmanuel ,Thomas Doherty ,Sean Pertwee ,Hugh Skinner ,Lilly Wachowski ,Keanu Reeves ,Laurence Fishburne ,Carrie-Anne Moss ,Sarah Lind ,Josh Ruben ,Malin Barr ,Katie Kuang ,Natalie Portman ,Mila Kunis ,Vincent Cassel ,Winona Ryder ,Sigourney Weaver ,Michael Biehn ,Carrie Henn ,Paul Reiser ,Maika Monroe ,Karl Glusman ,Burn Gorman ,Tudor Petrut ,Leonardo DiCaprio ,Emily Mortimer ,Mark Ruffalo ,Ben Kingsley ,Bill Murray ,Dan Aykroyd ,Sigourney Weaver ,Harold Ramis ,Noomi Rapace ,Logan Marshall-Green ,Michael Fassbender ,Charlize Theron ,Daveigh Chase ,Suzanne Pleshette ,Miyu Irino ,Rumi Hiiragi ,Uma Thurman ,David Carradine ,Daryl Hannah ,Michael Madsen ,Arnold Schwarzenegger ,Linda Hamilton ,Edward Furlong ,Robert Patrick ,Ethan Coen ,Jeff Bridges ,John Goodman ,Julianne Moore ,Joe Ranft ,Owen Wilson ,Bonnie Hunt ,Paul Newman ,Chris Evans ,Keke Palmer ,Peter Sohn ,Taika Waititi ,Elijah Wood ,Ian McKellen ,Viggo Mortensen ,Orlando Bloom ,Ellen Burstyn ,Max von Sydow ,Linda Blair ,Lee J. Cobb ,Charlie Cox ,Claire Danes ,Sienna Miller ,Ian McKellen ,Leonardo DiCaprio ,Tom Hardy ,Will Poulter ,Domhnall Gleeson ,Gerardo Taracena ,Raoul Max Trujillo ,Dalia Hernández ,Rudy Youngblood ,Jackie Earle Haley ,Patrick Wilson ,Carla Gugino ,Malin Akerman ,","
Action, Drama, Mystery            ",7.6,553204,"
In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",/title/tt0409459/,imdb.com/title/tt0409459/
